Name,Price,Publisher,Date of Release,Category,Age Rating,Actual_size,Date
Video Converter Any ,1.0,Cidade,2015-09-17,Photo & video,3.0,32.92,Thursday
AI Meeting Manager,1.0,LENOVO INC.,2020-09-16,Productivity,3.0,30.29,Wednesday
Collage Maker - Vide,1.0,Photo Cool Apps,2019-06-03,Photo & video,3.0,104.19,Monday
ISO Image Creator,1.0,Yellow Elephant Productions,2020-10-23,Productivity,3.0,25.84,Friday
ABC kids Games- Lear,1.0,GREYSPRINGS SOFTWARE SOLUTIONS PRIVATE LIMITED,2018-06-01,Education  >  Early learning,3.0,53.54,Friday
Princess Art Games,1.0,AppolloSoft,2014-03-11,Kids & family  >  Entertainment,3.0,159.85,Tuesday
Daily Current Affair,1.0,InStock Inc,2015-09-18,Education  >  Study guides,3.0,24.39,Friday
Aerial Views PREMIUM,1.0,Microsoft Corporation,2019-10-10,Personalization  >  Themes,3.0,11.79,Thursday
MyIPTV Player,1.0,Vbfnet Apps,2017-10-15,Entertainment,3.0,112.09,Sunday
DirectX Extensions V,1.0,realtech VR,2013-04-10,Utilities & tools,3.0,1.85,Wednesday
Wolves by Dave Johns,1.0,Microsoft Corporation,2017-01-06,Personalization  >  Themes,3.0,8.27,Friday
"PDF Ink - Sign, Fill",1.0,User Camp,2018-10-11,Productivity,3.0,42.05,Thursday
Celtx Screenplay,1.0,Celtx Inc,2021-01-26,Productivity,3.0,904.0,Tuesday
Botanical Garden by ,1.0,Microsoft Corporation,2016-12-08,Personalization  >  Themes,3.0,6.38,Thursday
Spiraling Fractals P,1.0,Microsoft Corporation,2019-10-15,Personalization  >  Themes,3.0,28.78,Tuesday
VideoShow Video Edit,1.0,Sandpiper Studio,2021-04-14,Photo & video,3.0,311.04,Wednesday
"DOCX, XLSX, PPTX, PA",1.0,Xiaoya Lab,2020-06-30,Productivity,3.0,1200.0,Tuesday
Raw Viewer,1.0,IdeaMK,2014-05-28,Photo & video,3.0,5.32,Wednesday
Python Programs,1.0,Manas Gajare,2013-02-22,Education,3.0,333.38,Friday
Product Keys,1.0,Adriano Alfaro,2012-11-26,Utilities & tools,3.0,294.8,Monday
Coloring Book - Mand,1.0,"Tiny Hot Real Games: Craft, Sport, RPG",2019-05-15,Entertainment,3.0,23.84,Wednesday
PlayTo TV,1.0,Dayglows Inc,2016-02-05,Entertainment,3.0,37.54,Friday
Fall guys Guidebook,1.0,RollerNiGi,2020-09-29,Books & reference  >  Reference,3.0,28.86,Tuesday
Photo Transfer App -,1.0,Mobileware Studio,2021-05-06,Photo & video,3.0,300.46,Thursday
The Forest Floor by ,1.0,Microsoft Corporation,2017-01-30,Personalization  >  Themes,3.0,7.76,Monday
Samsung Screen Recor,1.0,Samsung Electronics Co. Ltd.,2020-11-05,Utilities & tools,3.0,12.11,Thursday
"Audio Editor, Audio ",1.0,Xiaoya Lab,2020-10-28,Utilities & tools  >  File managers,3.0,70.73,Wednesday
Polar Animals,1.0,Microsoft Corporation,2018-01-29,Personalization  >  Themes,3.0,14.06,Monday
Voice Recorder - Aud,1.0,"Wuhan Net Power Technology Co., Ltd",2020-10-29,Multimedia design  >  Music production,3.0,9.45,Thursday
Microsoft Accessory ,1.0,Microsoft Corporation,2021-01-08,Utilities & tools,3.0,43.5,Friday
"Poster Maker, Flyer ",1.0,Photo Cool Apps,2018-07-05,Photo & video,3.0,77.09,Thursday
My Microphone - Make,1.0,"Groove Vibes, LLC",2021-07-03,Music,3.0,62.61,Saturday
Umbrellas,1.0,Microsoft Corporation,2019-02-21,Personalization  >  Themes,3.0,15.42,Thursday
Islands in the Sun,1.0,Microsoft Corporation,2017-10-23,Personalization  >  Themes,3.0,18.29,Monday
Convection,1.0,Microsoft Corporation,2018-01-12,Personalization  >  Fonts,3.0,604.0,Friday
Verdana Pro,1.0,Microsoft Corporation,2017-12-13,Personalization  >  Fonts,3.0,3.54,Wednesday
JavaScript Studio,1.0,Melvin Dev,2015-02-04,Developer tools  >  Development kits,3.0,29.96,Wednesday
Focus 10,1.0,Mohamed Hussein,2016-01-21,Productivity,3.0,25.92,Thursday
Ferrari Racing 3D,1.0,Kakao Games Kingdom Corp.,2020-09-09,Entertainment,3.0,30.88,Wednesday
Access Netflix Easil,1.0,Fernando Matin,2020-09-24,Entertainment,3.0,240.0,Thursday
Audiotonic Pro - Aud,1.0,Blusky Software Inc.,2020-06-08,Utilities & tools,3.0,107.36,Monday
Fotor,1.0,Chengdu Everimaging Science and Technology Co Ltd,2012-12-04,Photo & video,3.0,30.91,Tuesday
Web Explorer,1.0,Thiago Fortes,2020-10-14,Utilities & tools,12.0,305.23,Wednesday
MP3 Player - Music P,1.0,Videopix,2017-10-06,Music,3.0,32.18,Friday
PNW Birds by Christo,1.0,Microsoft Corporation,2016-12-13,Personalization  >  Themes,3.0,15.68,Tuesday
Fluent Terminal,1.0,FS Apps,2020-03-31,Developer tools  >  Utilities,3.0,55.03,Tuesday
Word Editor For Wind,1.0,Media Life,2019-01-30,Utilities & tools  >  File managers,3.0,31.06,Wednesday
Animation Desk Class,1.0,Kdan Mobile Software Ltd.,2013-11-01,Entertainment,3.0,19.07,Friday
ColorsTV,1.0,VIACOM 18 MEDIA PRIVATE LIMITED,2014-02-06,Entertainment,12.0,10.54,Thursday
SmartThings,1.0,Samsung Electronics Co. Ltd.,2021-03-03,Utilities & tools,3.0,60.95,Wednesday
Anki Universal,1.0,Anki Universal,2016-07-12,Education  >  Study guides,3.0,53.73,Tuesday
Ranch Hands,1.0,Microsoft Corporation,2018-07-19,Personalization  >  Themes,3.0,13.69,Thursday
Logo Maker & Logo Ge,1.0,VideoStudio,2020-09-03,Photo & video,3.0,242.68,Thursday
Antivirus HUB (Revie,1.0,EN Apps,2018-08-14,Books & reference  >  Reference,3.0,5.28,Tuesday
Earthen Buildings PR,1.0,Microsoft Corporation,2020-01-14,Personalization  >  Themes,3.0,16.87,Tuesday
Idea Mapping – Workf,1.0,New Technologies,2021-01-28,Productivity,3.0,54.79,Thursday
Video Maker of Photo,1.0,Good Job Apps,2019-06-17,Photo & video,3.0,86.27,Monday
Tanpura,1.0,Abhishek Paudel,2014-07-26,Music,3.0,13.49,Saturday
Calculator+ HD,1.0,陈仁松,2012-09-19,Productivity,3.0,19.25,Wednesday
Downloder for Youtub,1.0,Shoolin Shiv,2021-06-18,Photo & video,12.0,32.69,Friday
Mental Canvas Draw,1.0,Mental Canvas,2016-12-05,Multimedia design  >  Illustration & graphic design,3.0,17.68,Monday
File Locker (Encrypt,1.0,Dolphin Technologies,2019-05-13,Security,3.0,36.69,Monday
National Geographic ,1.0,Microsoft Corporation,2019-11-07,Personalization  >  Themes,3.0,11.6,Thursday
Performance Index 64,1.0,EcoComputers,2021-03-24,Utilities & tools,3.0,175.84,Wednesday
Code Connection for ,1.0,Microsoft Studios,2017-03-27,Education,3.0,105.84,Monday
Snow Sculptures,1.0,Microsoft Corporation,2018-10-31,Personalization  >  Themes,3.0,10.62,Wednesday
Kobo eBooks,1.0,Kobo Inc,2014-03-05,Books & reference  >  E-reader,12.0,36.38,Wednesday
Music Paradise Playe,1.0,Music Paradise,2020-11-09,Music,3.0,38.12,Monday
"Any Video Converter,",1.0,Fruit Candy,2018-05-22,Photo & video,3.0,37.79,Tuesday
My Alienware,1.0,Dell Inc,2019-10-24,Utilities & tools,3.0,124.71,Thursday
London Architecture ,1.0,Microsoft Corporation,2016-12-13,Personalization  >  Themes,3.0,14.13,Tuesday
Gill Sans Nova,1.0,Microsoft Corporation,2017-12-11,Personalization  >  Fonts,3.0,1.28,Monday
SketchPal,1.0,Microsoft Corporation,2019-06-05,Multimedia design  >  Illustration & graphic design,3.0,34.0,Wednesday
Lighthouses by Night,1.0,Microsoft Corporation,2017-10-24,Personalization  >  Themes,3.0,13.93,Tuesday
FTP Manager Pro,1.0,DeskShare,2018-12-21,Utilities & tools  >  File managers,3.0,48.52,Friday
OpenInWSL,1.0,Opticos Studios,2021-07-16,Developer tools  >  Utilities,3.0,76.6,Friday
Animal Mothers,1.0,Microsoft Corporation,2018-04-27,Personalization  >  Themes,3.0,15.43,Friday
Free Online Invoicin,1.0,Moon Technolabs Pvt. Ltd.,2014-04-23,Business  >  Accounting & finance,3.0,128.96,Wednesday
Clipboard,1.0,Justin Chase,2012-09-10,Utilities & tools,3.0,142.74,Monday
Student's TimeTable,1.0,SButterfly,2013-03-07,Education,3.0,9.61,Thursday
Scientific Calculato,1.0,"Wuhan Net Power Technology Co., Ltd",2020-11-12,Productivity,3.0,2.0,Thursday
Full screen clock,1.0,Sorin Dolha,2016-11-14,Productivity,3.0,15.57,Monday
Photo Background Rem,1.0,Cidade,2015-12-15,Photo & video,3.0,52.89,Tuesday
Bing Fan Favorites -,1.0,Microsoft Corporation,2017-08-30,Personalization  >  Themes,3.0,7.11,Wednesday
Sloths PREMIUM,1.0,Microsoft Corporation,2020-04-23,Personalization  >  Themes,3.0,10.9,Thursday
Realtime Network Mon,1.0,Moon & Star,2021-06-22,Utilities & tools,3.0,29.34,Tuesday
Wall Clock HD,1.0,Kurt Dowswell,2014-07-20,Utilities & tools,3.0,7.99,Sunday
Flower Petals,1.0,Microsoft Corporation,2020-02-19,Personalization  >  Themes,3.0,2.16,Wednesday
QR Scanner Plus,1.0,KKStephen,2016-06-24,Productivity,3.0,19.59,Friday
Spirality,1.0,User Camp,2018-11-23,Entertainment,3.0,34.41,Friday
English to Hindi Dic,1.0,bitartist,2017-03-21,Books & reference  >  Reference,3.0,22.68,Tuesday
Free MP3 MUSIC Downl,1.0,ShivSoft,2018-12-11,Music,12.0,32.71,Tuesday
3D CAD X - Design Yo,1.0,CoolLeGet Inc,2021-05-18,Productivity,3.0,2610.0,Tuesday
Video Editor & Music,1.0,GalaxyApps,2018-08-28,Photo & video,3.0,49.52,Tuesday
Photo Editor - Pictu,1.0,Best Game Studio,2019-09-02,Photo & video,3.0,54.54,Monday
Musical Arrangements,1.0,Microsoft Corporation,2019-04-26,Personalization  >  Themes,3.0,10.09,Friday
Fireworks on New Yea,1.0,Microsoft Corporation,2017-12-12,Personalization  >  Themes,3.0,14.07,Tuesday
Nebula Screen Record,1.0,Nebula PDF Office & FileExt Apps,2020-11-24,Photo & video,3.0,238.14,Tuesday
Czech Winter,1.0,Microsoft Corporation,2017-03-27,Personalization  >  Themes,3.0,3.85,Monday
Coloring book for me,1.0,Queenloft,2020-02-07,Photo & video,3.0,1013.02,Friday
eBooks Reader Pro - ,1.0,Blusky Software Inc.,2021-09-16,Utilities & tools,12.0,31.2,Thursday
Sense Clock,1.0,StedySoft,2017-02-01,News & weather,3.0,39.64,Wednesday
Explore Word,1.0,Clever Brands,2016-09-23,Business,3.0,218.82,Friday
Robomate+,1.0,Robomate+,2017-07-12,Education  >  Study guides,3.0,157.27,Wednesday
PDF Converter Pro: O,1.0,CoolLeGet Inc,2021-02-01,Productivity,3.0,306.88,Monday
Merge PDF Free,1.0,Free Software Apps,2020-09-30,Utilities & tools  >  Backup & manage,3.0,27.1,Wednesday
Purple World,1.0,Microsoft Corporation,2016-12-13,Personalization  >  Themes,3.0,16.98,Tuesday
Skolar,1.0,Adam MacLaren,2017-10-17,Education  >  Study guides,3.0,33.0,Tuesday
PDF Converter.,1.0,LAT,2018-10-25,Productivity,3.0,27.98,Thursday
Black Notepad,1.0,savaged,2019-04-29,Productivity,3.0,9.27,Monday
Bountiful Cottage Ga,1.0,Microsoft Corporation,2017-11-10,Personalization  >  Themes,3.0,15.14,Friday
Fluent Screen Record,1.0,Filippo Fedeli,2020-09-07,Utilities & tools,3.0,32.54,Monday
Scratch Link,1.0,Scratch Foundation,2018-10-02,Education,3.0,3.54,Tuesday
HD Video-Player,1.0,G7 SOFT,2014-12-22,Entertainment,3.0,1.56,Monday
PDF Viewer Plus,1.0,GSnathan,2016-08-10,Utilities & tools  >  File managers,3.0,24.87,Wednesday
Dogs in Winter,1.0,Microsoft Corporation,2016-12-12,Personalization  >  Themes,3.0,14.42,Monday
Keyboard - Voice Typ,1.0,Proton Tech,2021-06-22,Productivity,3.0,308.02,Tuesday
MovieFlix - Free All,1.0,Shoolin Shiv,2021-05-24,Photo & video,12.0,29.51,Monday
Intro to iMovie,1.0,AppDesigner.com,2014-04-23,Photo & video,3.0,115.98,Wednesday
Virtual Piano,1.0,Παναγιώτης Παπαδημητρίου,2014-06-11,Music,3.0,34.05,Wednesday
Lightning Strikes,1.0,Microsoft Corporation,2017-11-02,Personalization  >  Themes,3.0,14.58,Thursday
Nero Burning ROM 365,1.0,NeroAG,2019-04-12,Utilities & tools,3.0,201.53,Friday
Out on a Limb,1.0,Microsoft Corporation,2018-03-21,Personalization  >  Themes,3.0,13.22,Wednesday
Screen Recorder & We,1.0,winuwp,2019-03-05,Photo & video,3.0,8.76,Tuesday
Proportion Grid Make,1.0,Vavatch Software,2016-02-27,Multimedia design  >  Illustration & graphic design,3.0,7.72,Saturday
Enpass Password Mana,1.0,Enpass Technologies Private Limited,2017-08-10,Productivity,3.0,72.24,Thursday
News Reader for BBC ,1.0,Fetisenko,2018-08-31,News & weather  >  News,3.0,27.6,Friday
Dell Touchpad Settin,1.0,"ALPS Comm. Devices Tech. (SH)  Co., Ltd",2018-01-19,Utilities & tools,3.0,6.66,Friday
Best Video Editor Ma,1.0,GalaxyApps,2019-03-04,Photo & video,3.0,77.16,Monday
Ultra PDF Editor Lit,1.0,CompuClever Systems Inc.,2019-03-05,Productivity,3.0,57.07,Tuesday
Coastal Germany by F,1.0,Microsoft Corporation,2016-12-08,Personalization  >  Themes,3.0,13.11,Thursday
Countdown-Timer,1.0,CodeCreators.ca,2012-12-24,Utilities & tools,3.0,546.12,Monday
OverDrive - Library ,1.0,OverDrive Inc.,2012-10-25,Books & reference  >  E-reader,12.0,5.71,Thursday
Penguin Papas,1.0,Microsoft Corporation,2018-05-11,Personalization  >  Themes,3.0,14.34,Friday
Mountain's Majesty,1.0,Microsoft Corporation,2018-01-29,Personalization  >  Themes,3.0,14.3,Monday
4Plan - Home Design ,1.0,Alatona,2019-03-13,Productivity,3.0,717.27,Wednesday
SafeNet MobilePASS+,1.0,Thales DIS (Singapore) Pte Ltd,2017-07-19,Productivity,3.0,38.48,Wednesday
Touring Spain,1.0,Microsoft Corporation,2018-02-28,Personalization  >  Themes,3.0,15.66,Wednesday
In the Desert,1.0,Microsoft Corporation,2018-08-13,Personalization  >  Themes,3.0,14.91,Monday
Coffee Art,1.0,Microsoft Corporation,2018-08-24,Personalization  >  Themes,3.0,13.71,Friday
Letter Press,1.0,Microsoft Corporation,2019-06-04,Personalization  >  Themes,3.0,17.61,Tuesday
Cool PSD Viewer - PS,1.0,CoolLeGet Inc,2021-05-19,Photo & video,3.0,400.26,Wednesday
WebCam Monitor,1.0,DeskShare,2018-09-12,Security  >  Personal security,3.0,80.43,Wednesday
Bing in Space,1.0,Microsoft Corporation,2017-09-26,Personalization  >  Themes,3.0,5.06,Tuesday
SonicWALL Mobile Con,1.0,SonicWall Inc.,2014-03-01,Business,3.0,5.78,Saturday
Torrent Search PRO,1.0,Vlasenko Bros.,2015-10-20,Productivity,3.0,54.08,Tuesday
Photo to Text OCR,1.0,Monster App Factory,2016-01-02,Productivity,3.0,20.93,Saturday
IrfanView64,1.0,Irfan Skiljan (IrfanView),2017-07-27,Photo & video,3.0,25.72,Thursday
Zoho Invoice,1.0,Zoho Corp,2014-07-09,Business  >  Time & expenses,3.0,72.11,Wednesday
UpNote,1.0,Thomas Dao,2018-08-20,Productivity,3.0,238.36,Monday
Express Animate Anim,1.0,NCH Software,2020-04-16,Multimedia design  >  Illustration & graphic design,3.0,38.61,Thursday
Community Showcase N,1.0,Microsoft Corporation,2016-12-09,Personalization  >  Themes,3.0,18.5,Friday
Indian Wedding Dress,1.0,Unit M Limited,2018-02-28,Kids & family  >  Entertainment,3.0,198.79,Wednesday
GameVisual,1.0,ASUSTeK COMPUTER INC.,2018-05-30,Utilities & tools  >  File managers,3.0,39.91,Wednesday
Image Raw,1.0,FredsToolbox,2018-05-14,Photo & video,3.0,5.69,Monday
App for Instagram: V,1.0,Codaapp,2018-05-07,Social,12.0,19.27,Monday
"Kindle Books, Azw, A",1.0,Xiaoya Lab,2021-09-22,Books & reference  >  E-reader,3.0,15.23,Wednesday
ESPN Cricinfo,1.0,"ESPN (EUROPE, MIDDLE EAST, AFRICA) LTD",2012-08-09,Sports,12.0,1.75,Thursday
Battery Alarm & Anal,1.0,NxeCcde24 Labs,2019-06-10,Utilities & tools  >  Backup & manage,3.0,36.4,Monday
Quran Windows,1.0,stankovski,2016-01-29,Books & reference  >  E-reader,3.0,26.72,Friday
Hay Hay Hay,1.0,Microsoft Corporation,2018-10-25,Personalization  >  Themes,3.0,14.23,Thursday
GWSL,1.0,Opticos Studios,2020-08-13,Developer tools  >  Utilities,3.0,233.92,Thursday
MSI Center Pro,1.0,"MICRO-STAR INTERNATIONAL CO., LTD",2020-06-22,Utilities & tools  >  Backup & manage,3.0,252.25,Monday
PomoDuctivity - Stay,1.0,innobee,2018-03-22,Productivity,3.0,29.29,Thursday
Alaskan Landscapes b,1.0,Microsoft Corporation,2016-12-03,Personalization  >  Themes,3.0,14.51,Saturday
Calligraphy,1.0,Microsoft Corporation,2017-01-30,Personalization  >  Themes,3.0,12.08,Monday
OnePomodoro,1.0,Dino.C,2019-05-21,Productivity,3.0,56.02,Tuesday
Community Showcase D,1.0,Microsoft Corporation,2016-12-09,Personalization  >  Themes,3.0,16.15,Friday
Pretty in Pink,1.0,Microsoft Corporation,2018-01-12,Personalization  >  Themes,3.0,15.82,Friday
Surreal Territory by,1.0,Microsoft Corporation,2016-12-13,Personalization  >  Themes,3.0,8.5,Tuesday
DriveHQ FileManager ,1.0,Drive Headquarters Inc,2012-11-30,Productivity,3.0,9.79,Friday
Piano Time,1.0,Revel Software,2012-10-20,Music,3.0,27.87,Saturday
Image Resizer - Resi,1.0,Tweaking Technologies Private Limited,2020-02-11,Photo & video,3.0,15.2,Tuesday
WiFi Explore - Speed,1.0,"Hider and Locker - protect photo, video and others",2018-10-22,Utilities & tools,3.0,25.28,Monday
Red Alert：Steel Stor,1.0,Glory of Kings,2021-09-03,Strategy,12.0,539.99,Friday
IDLE GOG：Glory of Ki,1.0,Red Alert,2021-09-08,Strategy,18.0,19.89,Wednesday
League of Heroes,1.0,Advancing Heroes,2021-05-14,Strategy,7.0,281.28,Friday
Hill Climb Racing,1.0,Fingersoft,2013-10-18,Racing & flying,3.0,113.64,Friday
Roblox,1.0,ROBLOX Corporation,2016-01-21,Action & adventure,7.0,233.12,Thursday
Asphalt 8 Racing Gam,1.0,GAMELOFT  SA,2013-11-13,Racing & flying,7.0,3310.0,Wednesday
Confilct of Kingdoms,1.0,ALLSTAR GAMES,2020-12-23,Strategy,7.0,376.36,Wednesday
Ruling legend :Decis,1.0,Kinghose Games Studio,2021-06-28,Strategy,12.0,214.03,Monday
Free Fire missions,1.0,BraditGamesStudio,2021-08-23,Action & adventure,3.0,83.45,Monday
Forza Street,1.0,Microsoft Studios,2018-05-08,Racing & flying,3.0,3130.0,Tuesday
Three Kingdoms: Dest,1.0,POPULAR GAME,2020-12-14,Strategy,16.0,925.79,Monday
Rage of Kings: Defen,1.0,"Gekko Technology Co., Ltd.",2020-02-27,Strategy,7.0,251.36,Thursday
Digital World Evolut,1.0,ANCONA GAMES,2020-08-11,Action & adventure,7.0,612.54,Tuesday
Confrontation of Kin,1.0,EPS Digital Studios,2020-01-02,Strategy,7.0,280.63,Thursday
Sacred Legend: Battl,1.0,EPS Digital Studios,2021-05-21,Strategy,7.0,856.02,Friday
Chef City: Cooking T,1.0,Fine Fun Games,2021-08-13,Family & kids,3.0,477.46,Friday
Marine Empire: Warsh,1.0,GOGOI GAME,2019-02-27,Strategy,7.0,967.98,Wednesday
History of China's W,1.0,HOT GAME,2021-05-28,Strategy,16.0,970.94,Friday
8 Ball Billiards - F,1.0,MicroPress,2021-08-26,Multi-Player Online Battle Arena,3.0,41.64,Thursday
Modern Combat 5: Bla,1.0,Gameloft SE,2014-07-21,Action & adventure,16.0,2640.0,Monday
Bike Stunt 2 - Bike ,1.0,Qiang Guan Std,2021-01-04,Multi-Player Online Battle Arena,3.0,68.29,Monday
Sniper Fury - Elite ,1.0,Gameloft SE,2016-02-03,Shooter,16.0,2620.0,Wednesday
Lightning Speed Car ,1.0,594 Home,2021-09-07,Multi-Player Online Battle Arena,3.0,65.3,Tuesday
Sacred Adventure Gro,1.0,EPS Digital Studios,2021-04-23,Strategy,12.0,16.71,Friday
Red Alert: Hail To T,1.0,ALLSTAR GAMES,2020-10-22,Strategy,12.0,16.84,Thursday
Ancient War: Dungeon,1.0,ALLSTAR GAMES,2021-07-22,Action & adventure,7.0,16.7,Thursday
Brain Test: Tricky P,1.0,Fisher Play,2021-09-13,Strategy,3.0,27.98,Monday
Superbike Hero,1.0,KUDu Wa,2021-09-13,Simulation,3.0,31.31,Monday
Pac Man Cat,1.0,CD Games,2021-09-05,Strategy,3.0,36.16,Sunday
War of Rings: Archan,1.0,Entertainment Technology,2020-01-13,Action & adventure,12.0,398.45,Monday
Bloodthirsty Kingdom,1.0,EPS Digital Studios,2021-04-21,Strategy,12.0,277.06,Wednesday
Ghost killer,1.0,fuukrt Game,2019-09-02,Action & adventure,7.0,124.29,Monday
The Last of Hero,1.0,YouHooo,2021-08-27,Action & adventure,12.0,39.5,Friday
Placing Heroes: The ,1.0,EPS Digital Studios,2021-04-23,Strategy,12.0,16.92,Friday
Perfect Tongue Lick ,1.0,Qiang Guan Std,2021-09-13,Strategy,3.0,38.18,Monday
Cave Golf Master,1.0,Screen Excited,2021-09-13,Multi-Player Online Battle Arena,3.0,39.39,Monday
8 Ball Pool Mania Ch,1.0,Whroser INC,2021-09-24,Multi-Player Online Battle Arena,3.0,37.09,Friday
Angry Birds 2,1.0,Rovio Entertainment Ltd,2019-08-15,Action & adventure,3.0,956.36,Thursday
World Cricket Champi,1.0,Nextwave Multimedia Pvt Ltd,2015-09-14,Sports,3.0,58.75,Monday
League of Battleship,1.0,EPS Digital Studios,2021-04-19,Action & adventure,12.0,16.93,Monday
GT Racing 2: The Rea,1.0,GAMELOFT  SA,2014-06-19,Racing & flying,3.0,1540.0,Thursday
Striker Zone: War Sh,1.0,Extreme Developers,2019-07-11,Action & adventure,16.0,365.41,Thursday
Hot Dog Bush,1.0,เปิดอนันต์,2021-09-03,Strategy,3.0,41.25,Friday
Modern Combat Versus,1.0,Gameloft SE,2017-10-17,Action & adventure,16.0,3530.0,Tuesday
Gangstar New Orleans,1.0,Gameloft SE,2017-02-08,Action & adventure,18.0,1080.0,Wednesday
Beach Buggy Racing,1.0,Vector Unit,2014-11-03,Racing & flying,3.0,270.0,Monday
3D Chess Game,1.0,A Trillion Games Ltd,2014-02-06,Card & board,3.0,45.6,Thursday
Chess Game Real,1.0,Best Game Studio,2019-07-05,Action & adventure,3.0,30.36,Friday
Cooking Fever,1.0,Nordcurrent,2015-11-17,Simulation,3.0,389.92,Tuesday
Real Car Driving,1.0,Magic Kingdom Epic Games,2020-05-14,Action & adventure,3.0,20.18,Thursday
Angry Birds Friends,1.0,Rovio Entertainment Oyj,2019-07-19,Action & adventure,3.0,144.22,Friday
Township,1.0,Playrix,2015-05-14,Simulation,3.0,706.8,Thursday
Dragon City,1.0,Socialpoint,2019-02-26,Simulation,7.0,184.92,Tuesday
Dawn of the Undead -,1949.0,JSC Playnesis,2021-07-05,Action & adventure,16.0,1370.0,Monday
World of Tanks Blitz,1.0,Wargaming Group Limited,2015-10-30,Strategy,7.0,5700.0,Friday
The Chess Lv.100,1.0,UNBALANCE corp.,2012-12-12,Card & board,3.0,95.59,Wednesday
American Truck Simul,1.0,Ironjaw Studios Private Limited,2016-01-20,Simulation,3.0,453.22,Wednesday
Extreme Offrоad Cars,1.0,Crazy 4 Games,2020-04-17,Racing & flying,3.0,165.21,Friday
